DENOM_CIA,CNPJ_CIA,ano,lucro_liquido,ativo_total,ROA
PETRORECÔNCAVO S.A.,03.342.704/0001-30,2020,-81759.0,2080173.0,-3.930394250862789
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,2020,132204.0,961345.0,13.75198289895927
POMIFRUTAS S/A,86.550.951/0001-50,2020,,,
POMIFRUTAS S/A,86.550.951/0001-50,2020,,33684.0,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2020,2159.0,,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2020,2159.0,33684.0,6.409571309820686
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,2020,195842.0,2824635.0,6.933355991128057
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,2020,-3096.0,336630.0,-0.9197041261919616
PRIO S.A.,10.629.105/0001-68,2020,452913.0,,
PRIO S.A.,10.629.105/0001-68,2020,452913.0,6792833.0,6.667512656354131
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,2020,,,
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,2020,61797.0,3761067.0,1.6430709689564158
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,2020,395187.0,4406978.0,8.967301402457647
QUALITY SOFTWARE S.A.,35.791.391/0001-94,2020,10068258.0,114608251.0,8.784932945185595
RAIA DROGASIL S.A.,61.585.865/0001-51,2020,495533.0,13828088.0,3.583525068686286
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2020,833308.0,8980458.0,9.279125853046693
RAÍZEN S.A.,33.453.598/0001-23,2020,2100884.0,29179467.0,7.199871060016277
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2020,22434.0,2296932.0,0.9766941293865035
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2020,,,
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2020,,2155276.0,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2020,4322.0,1579829.0,0.27357391211327303
ROMI S.A.,56.720.428/0001-63,2020,174699.0,,
ROMI S.A.,56.720.428/0001-63,2020,174699.0,1746708.0,10.001614465611883
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2020,,,
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2020,,1632496.0,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2020,-8916.0,,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2020,-8916.0,1632496.0,-0.5461575403553822
RUMO MALHA NORTE S.A.,24.962.466/0001-36,2020,,,
RUMO S.A.,02.387.241/0001-60,2020,304675.0,45908371.0,0.6636589218118848
SAFIRA HOLDING S.A.,13.522.948/0001-59,2020,,,
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2020,-13761.0,4229264.0,-0.32537576278047436
SAO MARTINHO S.A.,51.466.860/0001-56,2020,639010.0,12113526.0,5.2751775164390615
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2020,1556000.0,18821000.0,8.267360926624514
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2020,7028.0,1375878.0,0.5108011030047722
SER EDUCACIONAL S.A.,04.986.320/0001-13,2020,165034.0,3091485.0,5.338340635649211
SLC AGRICOLA S.A.,89.096.457/0001-55,2020,510948.0,8589691.0,5.948386269075337
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2020,-604428.0,8492495.0,-7.117201717516466
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2020,-320940.0,3164780.0,-10.140989263076738
SUZANO S.A.,16.404.287/0001-55,2020,-10714935.0,101800748.0,-10.52539908645858
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,2020,-109420.0,529249.0,-20.674578506525286
TAURUS ARMAS S.A.,92.781.335/0001-02,2020,263603.0,1460650.0,18.046965392119947
TC S.A.,26.345.998/0001-50,2020,,,
TECHNOS S.A.,09.295.063/0001-97,2020,-28163.0,598815.0,-4.703121999281915
TECNISA S.A.,08.065.557/0001-12,2020,-166875.0,1743807.0,-9.56957966105194
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,2020,73509.0,1026932.0,7.158117577405319
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,2020,,,
TIM S.A.,02.421.421/0001-11,2020,1843690.0,41654417.0,4.42615725482366
TOTVS S.A.,53.113.791/0001-22,2020,294959.0,5146406.0,5.731358932816416
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,2020,168574.0,3366078.0,5.008024175316199
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,2020,2262927.0,14105419.0,16.042961928319887
TRISUL S.A.,08.811.643/0001-27,2020,183626.0,2176901.0,8.435202152050094
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,2020,,,
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,2020,927697.0,36250162.0,2.5591527011658597
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,2020,14833.0,205188.0,7.228980252256467
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,2020,50449.0,455839.0,11.06728472114058
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,2020,1291743.0,29952137.0,4.312690610356116
VALE S.A.,33.592.510/0001-54,2020,24902341.0,478129515.0,5.208283575633268
VALID SOLUÇÕES S.A.,33.113.309/0001-47,2020,-201649.0,2869132.0,-7.028223169934322
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,2020,179192.0,4225479.0,4.240749983611326
VESTE S.A. ESTILO,49.669.856/0001-43,2020,-2005084.0,,
VESTE S.A. ESTILO,49.669.856/0001-43,2020,-2005084.0,2155276.0,-93.03142613753413
VIA S.A.,33.041.260/0652-90,2020,,33056000.0,
VIA S.A.,33.041.260/0652-90,2020,,,
VIA S.A.,33.041.260/0652-90,2020,,,
VIA VAREJO S.A.,33.041.260/0652-90,2020,,33056000.0,
VIA VAREJO S.A.,33.041.260/0652-90,2020,,,
VIA VAREJO S.A.,33.041.260/0652-90,2020,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,2020,3905000.0,,
VIBRA ENERGIA S/A,34.274.233/0001-02,2020,3905000.0,28327000.0,13.78543439121686
VITTIA S.A.,45.365.558/0001-09,2020,85934.0,620754.0,13.843487114058064
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,2020,146672109.0,2140696717.0,6.851606200692838
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2020,,,
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2020,,323481.0,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2020,-181244.0,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2020,-181244.0,323481.0,-56.02925674150877
VULCABRAS S.A.,50.926.955/0001-42,2020,31554.0,1679254.0,1.8790486728035187
WEG S.A.,84.429.695/0001-11,2020,2395957.0,19927896.0,12.023130791128175
WILSON SONS S.A.,33.130.691/0001-05,2020,121361.0,5068504.0,2.394414604388198
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,2020,98181.0,9265266.0,1.0596673641102154
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,2021,15991.0,5453481.0,0.2932255563006454
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,2021,424564.0,11846050.0,3.58401323647967
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,2021,119397.0,6774910.0,1.7623407543421243
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2021,1988.0,2542229.0,0.0781990922139587
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2021,1988.0,,
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,2021,288231.0,4528962.0,6.3641735126062
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,2021,-224170.0,2575218.0,-8.704894109935548
ALPARGATAS S.A.,61.079.117/0001-05,2021,692563.0,8031764.0,8.622800669940004
ALPHAVILLE S.A.,16.811.931/0001-00,2021,-381698.0,1862404.0,-20.494908730866126
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,2021,2122816.0,25719932.0,8.25358325208636
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,2021,168871.0,4861369.0,3.473733427764895
ANIMA HOLDING S.A.,09.288.252/0001-32,2021,-81328.0,9882678.0,-0.8229348360839035
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,2021,343720.0,3366326.0,10.210538135641052
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,2021,58064.0,3281487.0,1.7694417195618939
ATACADÃO S.A.,75.315.333/0001-09,2021,3366000.0,58924000.0,5.712443147104746
AURA MINERALS INC.,07.857.093/0001-14,2021,240378.0,3306341.0,7.270211995677397
AUREN ENERGIA S.A.,28.594.234/0001-23,2021,311646.0,19562553.0,1.593074278188537
AZUL S.A.,09.305.994/0001-29,2021,-4213208.0,18533473.0,-22.732965375674596
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,2021,-38182.0,616332.0,-6.195037739400194
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,2021,75349.0,1445472.0,5.212760952823714
BIOMM S.A.,04.752.991/0001-10,2021,-80261.0,369831.0,-21.702074731431384
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,2021,323864.0,2328047.0,13.911402991434452
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,2021,,,
BRADESPAR S.A.,03.847.461/0001-92,2021,8079261.0,7553824.0,106.9559073655939
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,2021,317646.0,3428318.0,9.265359864516652
BRASKEM S.A.,42.150.391/0001-70,2021,13961620.0,92564368.0,15.083147329434581
BRF S.A.,01.838.723/0001-27,2021,437384.0,55903387.0,0.782392666118781
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,2021,2243.0,2892361.0,0.07754910261893311
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,2021,40261.0,345489.0,11.653337732894535
C&A MODAS S.A.,45.242.914/0001-05,2021,329009.0,8672666.0,3.7936316237705916
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,2021,462676.0,6166787.0,7.502707649866941
CCR S.A.,02.846.056/0001-97,2021,805596.0,41356444.0,1.9479334345090211
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,2021,5713633.0,188303069.0,3.0342750281993545
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,2021,563172.0,11958245.0,4.709487052656974
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2021,,2542229.0,
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2021,,,
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,2021,960000.0,49443000.0,1.9416297554760025
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,2021,3752869.0,52045808.0,7.210703693945917
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,2021,642907.0,3396582.0,18.928057676805683
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2021,-2018.0,830417.0,-0.24301043933349148
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2021,5048602.0,49537535.0,10.191467944458681
CIA SANEAMENTO BASICO EST SAO PAULO,43.776.517/0001-80,2021,,,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2021,537587.0,12721650.0,4.225764739636761
CM HOSPITALAR S.A,12.420.164/0001-57,2021,395155.0,6897190.0,5.7292172609425
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2021,-512985.0,28512853.0,-1.7991359896535082
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2021,837727.0,11965227.0,7.001346485110563
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2021,-196589.0,4441497.0,-4.426187837118881
COSAN S.A.,50.746.577/0001-15,2021,6350776.0,97842023.0,6.490846985042409
CPFL ENERGIA S.A.,02.429.144/0001-93,2021,4853751.0,66119878.0,7.340834778914747
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2021,82955.0,4776017.0,1.7369075528835012
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2021,6370966.0,26991134.0,23.603921198716584
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2021,108398.0,849692.0,12.757328537870194
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2021,3037808.0,28976739.0,10.483608938880252
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2021,315309.0,2597922.0,12.13696947021504
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2021,-486642.0,4957189.0,-9.816894211618722
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2021,1017314.0,13841170.0,7.34991333825103
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2021,1979.0,1470516.0,0.1345786105013478
DESKTOP S.A.,08.170.849/0001-15,2021,30668.0,2164654.0,1.4167622169640044
DEXCO S.A.,97.837.181/0001-47,2021,1725682.0,13420331.0,12.858714140508159
DEXCO S.A.,97.837.181/0001-47,2021,1725682.0,,
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,2021,229685.0,1295524.0,17.729119645795834
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,2021,-216937.0,23249904.0,-0.9330662182519119
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,2021,79426.0,2381060.0,3.335741224496653
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,2021,208760.0,5679619.0,3.6755986625159185
DOTZ S.A.,18.174.270/0001-84,2021,-82252.0,406605.0,-20.22896914696081
DURATEX S.A.,97.837.181/0001-47,2021,,13420331.0,
DURATEX S.A.,97.837.181/0001-47,2021,,,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,2021,367262.0,16393894.0,2.240236517327732
ELETROMIDIA S.A.,09.347.516/0001-81,2021,-11479.0,1629116.0,-0.7046152637381254
EMBRAER S.A.,07.689.002/0001-89,2021,-267618.0,56670203.0,-0.47223758842014385
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,2021,,,
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,2021,1444565.0,6688919.0,21.596389491336343
ENERGISA S.A.,00.864.214/0001-06,2021,2814807.0,54258000.0,5.187819307751853
ENEVA S.A,04.423.567/0001-21,2021,1173292.0,18244555.0,6.430915963694374
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,2021,1564970.0,38115725.0,4.105838207196636
ENJOEI S.A.,16.922.038/0001-51,2021,-118785.0,472295.0,-25.15059443779841
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2021,4302509.0,61714300.0,6.97165648804248
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,2021,269446.0,1011931.0,26.626914285657815
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,2021,427971.0,3474874.0,12.316158801729214
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,2021,286221.0,5929910.0,4.826734301195128
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,2021,452137.0,5075498.0,8.908229300848902
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,2021,,,
FLEURY S.A.,60.840.055/0001-31,2021,351491.0,6073770.0,5.787031777627404
FRAS-LE S.A.,88.610.126/0001-29,2021,210622.0,3082318.0,6.833233949255074
GAFISA S.A.,01.545.826/0001-07,2021,81050.0,4722224.0,1.7163522950203125
GERDAU S.A.,33.611.500/0001-19,2021,15558938.0,73814613.0,21.078398121521005
GETNINJAS S.A.,14.127.813/0001-51,2021,,,
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,2021,-7183804.0,14402343.0,-49.879411981786575
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,2021,399748.0,6602913.0,6.054115812218032
GRENDENE S.A.,89.850.341/0001-60,2021,601005.0,4554495.0,13.195864744609445
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2021,-297000.0,35340000.0,-0.8404074702886248
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2021,-297000.0,,
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2021,-297000.0,,
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,2021,299790.0,10008414.0,2.9953796875309115
GRUPO MATEUS S.A.,24.990.777/0001-09,2021,768791.0,9954991.0,7.722668960725329
GRUPO SBF S.A.,13.217.485/0001-11,2021,497831.0,7146492.0,6.966089096580533
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,2021,453128.0,14478421.0,3.129678298482963
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,2021,144899.0,4306710.0,3.364494010509182
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,2021,-343132.0,6517530.0,-5.264755206343508
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,2021,146846.0,4090778.0,3.589683918315782
HYPERA S.A.,02.932.074/0001-91,2021,1330305.0,19817962.0,6.71262261982337
IGUA SANEAMENTO S.A.,08.159.965/0001-33,2021,-47800.0,10833858.0,-0.4412094011200811
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2021,,,
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2021,,1954520.0,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,2021,-39068.0,2761538.0,-1.4147188993959163
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,2021,-80449.0,2951198.0,-2.7259777215896728
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,2021,-1135112.0,17820331.0,-6.369758227274229
IOCHPE MAXION S.A.,61.156.113/0001-75,2021,626938.0,14519530.0,4.317894587496978
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,2021,285313.0,2365300.0,12.06244451021012
JALLES MACHADO S.A.,02.635.522/0001-95,2021,170449.0,3461102.0,4.924703172573359
JBS S.A.,02.916.265/0001-60,2021,20529653.0,207109116.0,9.912481592553366
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2021,981219.0,8411534.0,11.665161194141282
JSL S.A.,52.548.435/0001-79,2021,272548.0,7122247.0,3.8267136761755105
KEPLER WEBER S.A.,91.983.056/0001-69,2021,154635.0,1018396.0,15.184171972395808
KLABIN S.A.,89.637.490/0001-45,2021,3404874.0,42075707.0,8.092256180032816
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2021,-54955.0,3941835.0,-1.3941476495084142
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2021,204301.0,1751040.0,11.66740908260234
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2021,101812.0,444354.0,22.91236266580249
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2021,,,
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2021,2043677.0,25312056.0,8.073927301677903
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2021,-15749.0,4575859.0,-0.3441758148579316
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2021,97571.0,2438464.0,4.001330345660219
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2021,68227.0,2692070.0,2.534369462904011
LOJAS RENNER S.A.,92.754.738/0001-62,2021,633112.0,21411985.0,2.956811337202039
LUPATECH S.A,89.463.822/0001-12,2021,-41340.0,503026.0,-8.218263071888929
LUPATECH S.A,89.463.822/0001-12,2021,-41340.0,,
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2021,,503026.0,
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2021,,,
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2021,504986.0,10657093.0,4.738496698865253
MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,2021,,,
MAGAZINE LUIZA S.A.,47.960.950/0001-21,2021,590661.0,38384616.0,1.5387961677146906
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,2021,566620.0,2941040.0,19.26597394119087
MARCOPOLO S.A.,88.611.835/0001-29,2021,358372.0,6654524.0,5.385388947428847
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,2021,6646379.0,48003258.0,13.845683140923477
MARISA LOJAS S.A.,61.189.288/0001-89,2021,-71754.0,3423185.0,-2.0961180888558464
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,2021,86359.0,1951410.0,4.425466713812065
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,2021,-56046.0,1970587.0,-2.8441271560200083
METALURGICA GERDAU S.A.,92.690.783/0001-09,2021,15554098.0,74612666.0,20.84645789228333
MINERVA S.A.,67.620.377/0001-14,2021,598879.0,20069462.0,2.984031161373434
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,2021,27384.0,1585090.0,1.7275990637755585
MOBLY S.A.,31.553.627/0001-01,2021,-84809.0,999039.0,-8.489057984723319
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,2021,84943.0,2693527.0,3.1535974950316072
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,2021,819439.0,21715853.0,3.773459877445293
MPM CORPÓREOS S.A.,26.659.061/0001-59,2021,179142.0,2215889.0,8.084430221910935
MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,2021,876805.0,20321428.0,4.314682019393519
MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,2021,774715.0,6679387.0,11.598594302141798
MÉLIUZ S.A.,14.110.585/0001-07,2021,-34334.0,902829.0,-3.802934996549734
NATURA &CO HOLDING S.A.,32.785.497/0001-97,2021,1139239.0,60448490.0,1.8846442648939619
NEOENERGIA S.A.,01.083.200/0001-18,2021,4066000.0,85800000.0,4.738927738927739
NEOGRID PARTICIPAÇÕES S.A.,10.139.870/0001-08,2021,14580.0,769767.0,1.8940796370849882
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,51.128.999/0001-90,2021,6692.0,81365.0,8.22466662569901
OCEANPACT SERVIÇOS MARITIMOS S.A.,09.114.805/0001-30,2021,-47378.0,2485140.0,-1.9064519503931368
ODONTOPREV S.A.,58.119.199/0001-51,2021,381340.0,1933841.0,19.719304741186065
OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,2021,-8492526.0,77950476.0,-10.894771187798776
PADTEC HOLDING S.A.,02.365.069/0001-44,2021,50949.0,429991.0,11.84885265040431
PARANAPANEMA S.A.,60.398.369/0004-79,2021,,,
PARANAPANEMA S.A.,60.398.369/0004-79,2021,,3066448.0,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,2021,-801105.0,,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,2021,-801105.0,3066448.0,-26.124851945964846
PBG S/A,83.475.913/0001-91,2021,216222.0,2157347.0,10.02258792859934
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,2021,-121445.0,1275373.0,-9.522312296089066
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,2021,-121445.0,,
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,2021,,1275373.0,
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,2021,,,
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,18.328.118/0001-09,2021,75036.0,3447347.0,2.176630318909005
PETRO RIO S.A.,10.629.105/0001-68,2021,,,
PETRO RIO S.A.,10.629.105/0001-68,2021,,12221416.0,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,2021,,,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,2021,,33884000.0,
PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,2021,107264000.0,972951000.0,11.024604527874477
PETRORECÔNCAVO S.A.,03.342.704/0001-30,2021,176899.0,4715393.0,3.7515218773917676
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,2021,135084.0,1268517.0,10.648970411906186
POMIFRUTAS S/A,86.550.951/0001-50,2021,,,
POMIFRUTAS S/A,86.550.951/0001-50,2021,,32018.0,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2021,288.0,,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2021,288.0,32018.0,0.8994940346055345
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,2021,202896.0,3754136.0,5.404599087513079
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,2021,14499.0,374377.0,3.8728340683321894
PRIO S.A.,10.629.105/0001-68,2021,1333046.0,,
PRIO S.A.,10.629.105/0001-68,2021,1333046.0,12221416.0,10.907459495691825
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,2021,307.0,16735.0,1.8344786375858977
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,2021,79113.0,4032894.0,1.9616930174708287
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,2021,377306.0,4403581.0,8.56816304730173
QUALITY SOFTWARE S.A.,35.791.391/0001-94,2021,10706275.0,119799761.0,8.93680831299822
RAIA DROGASIL S.A.,61.585.865/0001-51,2021,764133.0,14775506.0,5.17161984164874
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2021,884711.0,10719787.0,8.253065102879376
RAÍZEN S.A.,33.453.598/0001-23,2021,1039344.0,31392153.0,3.3108401325643384
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2021,30687.0,2280703.0,1.3455061882235433
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2021,,,
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2021,,1521465.0,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2021,14887.0,1936890.0,0.7686032763863719
