DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CPFL ENERGIA S.A.,02.429.144/0001-93,8407061.0,8798718.0,9384512.0,10130138.0,10372668.0,11186344.0,12532383.0,13283238.0,14235778.0,16805878.0,17539944.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,,,,,,,,510791.0,452004.0,1453788.0,1405394.0
CSN MINERAÇÃO S.A.,08.902.291/0001-15,,,,,,,,9357537.0,10601697.0,13998289.0,11393427.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,,,,,,,,579621.0,595942.0,689001.0,791123.0
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,5078230.0,4912447.0,5228612.0,5515001.0,10297123.0,11199656.0,11299525.0,13761607.0,14125442.0,14792735.0,16536481.0
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,,,,,,,,363797.0,642387.0,738328.0,877748.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,210632.0,316281.0,458826.0,661347.0,717223.0,794685.0,1115102.0,799196.0,57658.0,375292.0,316480.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,5393306.0,6194048.0,6367845.0,6678887.0,6766742.0,6365498.0,5537811.0,5175443.0,5796628.0,6801924.0,7699331.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,,,,,,,,466049.0,836159.0,838138.0,849493.0
DESKTOP S.A.,08.170.849/0001-15,,,,,,,,,115223.0,891284.0,951869.0
DEXCO S.A.,97.837.181/0001-47,,,,,,4716319.0,4634867.0,4932168.0,5188364.0,5734911.0,5961564.0
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,163127.0,52757.0,22836.0,-33283.0,13188.0,182770.0,187645.0,200719.0,316175.0,529733.0,688017.0
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,2607192.0,2708810.0,2772166.0,2789950.0,2861044.0,3319948.0,3321417.0,3263382.0,3536528.0,7548518.0,7089399.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,233640.0,276897.0,311302.0,344142.0,381650.0,426747.0,463912.0,524176.0,1010640.0,1046195.0,1108162.0
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,1421358.0,1601431.0,1735531.0,1777485.0,1747418.0,1604315.0,1393276.0,1369344.0,1339998.0,1458780.0,1449695.0
DOTZ S.A.,18.174.270/0001-84,,,,,,,,-303701.0,-367716.0,-77777.0,-169431.0
DURATEX S.A.,97.837.181/0001-47,4023605.0,4365005.0,4608900.0,4616476.0,4570652.0,,,,,,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,2125487.0,2098029.0,1784186.0,1638454.0,572547.0,756570.0,640319.0,455351.0,56181.0,2330038.0,2518680.0
ELETROMIDIA S.A.,09.347.516/0001-81,,,,,,,,70830.0,91917.0,767511.0,953986.0
EMBRAER S.A.,07.689.002/0001-89,6846482.0,8509009.0,10265486.0,15008670.0,12844858.0,13834566.0,15266994.0,14569552.0,15272715.0,15484552.0,14736781.0
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,,,,,,,,,,,2342993.0
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,2227797.0,2409057.0,2528828.0,2689165.0,2779647.0,3110110.0,3199587.0,2895536.0,2755480.0,4165912.0,4109821.0
ENERGISA S.A.,00.864.214/0001-06,1501245.0,1826516.0,2998860.0,3318170.0,4773041.0,4784522.0,6047528.0,6462220.0,7515669.0,9085560.0,12483752.0
ENEVA S.A,04.423.567/0001-21,2704575.0,2573873.0,1217712.0,3577177.0,4480808.0,5375935.0,6283880.0,6900081.0,7930740.0,8996623.0,13736018.0
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,5462840.0,5364611.0,5654949.0,6642136.0,6614394.0,6834725.0,6320577.0,6998820.0,7741998.0,7932597.0,8440172.0
ENJOEI S.A.,16.922.038/0001-51,,,,,,,,14945.0,497143.0,424561.0,380850.0
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2527525.0,2847647.0,3445525.0,4229239.0,4871687.0,5748104.0,6552871.0,9773372.0,12278487.0,14604472.0,18566980.0
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,479534.0,506129.0,514808.0,500116.0,459649.0,170510.0,12250.0,-2778.0,215011.0,563355.0,676298.0
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,1068651.0,1139464.0,1162474.0,1173356.0,1201180.0,1237297.0,1262929.0,1326676.0,1481223.0,1888012.0,2012797.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,1805093.0,2315876.0,2419495.0,2466162.0,2419129.0,2005904.0,1807499.0,1877442.0,2481417.0,2592338.0,2727424.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,1676491.0,2110466.0,2416809.0,2705554.0,2844413.0,2564402.0,2637012.0,3809544.0,4136026.0,4369061.0,4538944.0
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,471146.0,,,,,,,,,,
FLEURY S.A.,60.840.055/0001-31,1705908.0,1689033.0,1572964.0,1655439.0,1535725.0,1706528.0,1749961.0,1758976.0,1750850.0,1854483.0,2701085.0
FRAS-LE S.A.,88.610.126/0001-29,368980.0,395848.0,408967.0,433253.0,773042.0,783021.0,826560.0,779328.0,954811.0,1105955.0,1778438.0
GAFISA S.A.,01.545.826/0001-07,2692367.0,3214483.0,3058403.0,3097236.0,1930453.0,759404.0,493191.0,895143.0,1558388.0,1815954.0,1772906.0
GERDAU S.A.,33.611.500/0001-19,28797917.0,32020757.0,33254534.0,31970383.0,24274653.0,23893941.0,25938571.0,27173127.0,31085210.0,42815649.0,46298193.0
GETNINJAS S.A.,14.127.813/0001-51,,,,,,,,,,,278757.0
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,732828.0,1218500.0,-332974.0,-4322440.0,-3356751.0,-3068946.0,-4505351.0,-7105417.0,-13767059.0,-21053678.0,-21358815.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,,,,,,,,,738707.0,2196605.0,2592265.0
GRENDENE S.A.,89.850.341/0001-60,1953562.0,2067960.0,2327934.0,2616760.0,2922070.0,3217609.0,3465042.0,3682436.0,4230168.0,4094330.0,4364132.0
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,,,,,,,,578000.0,5979000.0,5637000.0,5284000.0
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,,,,,,,,343056.0,1559134.0,7146154.0,7404929.0
GRUPO MATEUS S.A.,24.990.777/0001-09,,,,,,,,1949287.0,5707540.0,6476581.0,7541985.0
GRUPO SBF S.A.,13.217.485/0001-11,,,,,,,191464.0,1168664.0,1950686.0,2224635.0,2409854.0
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,2526929.0,2829123.0,3175773.0,3390108.0,3616350.0,4025042.0,4929147.0,5224591.0,5027343.0,5266785.0,5263088.0
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,1128181.0,1713374.0,1779016.0,1870312.0,1875644.0,1795323.0,1149055.0,1603482.0,1674947.0,1814389.0,2124817.0
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,226504.0,513669.0,729369.0,1115190.0,1180830.0,1319431.0,1614394.0,1543571.0,1525827.0,1247654.0,1330805.0
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,,,,,,,,,,1683165.0,1702622.0
HYPERA S.A.,02.932.074/0001-91,6868366.0,7078577.0,7475963.0,8030455.0,8810602.0,7737759.0,8267673.0,8710100.0,9240715.0,9833471.0,10655441.0
IGUA SANEAMENTO S.A.,08.159.965/0001-33,240889.0,270362.0,280471.0,214490.0,131225.0,452446.0,646262.0,837161.0,809923.0,2888432.0,3027663.0
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,637270.0,649923.0,644161.0,672995.0,601532.0,643500.0,,,,,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,,,,,,,,,59032.0,1286049.0,1443344.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,134762.0,157688.0,911072.0,1204128.0,1040796.0,1003965.0,1015218.0,1145106.0,1181400.0,1126686.0,1130789.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,4013812.0,4627071.0,4397128.0,3348636.0,2579255.0,2226246.0,1791709.0,-280215.0,-1692489.0,-2822582.0,-3057948.0
IOCHPE MAXION S.A.,61.156.113/0001-75,1090910.0,1445160.0,1604503.0,2456490.0,2017077.0,2630505.0,3198527.0,3496976.0,3802761.0,4398119.0,4292807.0
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,454005.0,488241.0,497625.0,396628.0,445201.0,340721.0,309168.0,336491.0,786160.0,957438.0,1125085.0
JALLES MACHADO S.A.,02.635.522/0001-95,,,,,,,,,601162.0,1135983.0,1388729.0
JBS S.A.,02.916.265/0001-60,21433306.0,23133254.0,25873030.0,29621378.0,24914627.0,26140668.0,27946209.0,32482049.0,43544189.0,47796720.0,49808931.0
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,1298382.0,2216788.0,2289655.0,2664929.0,2217185.0,2147780.0,2267248.0,3056788.0,3826675.0,4546460.0,5159673.0
JSL S.A.,52.548.435/0001-79,949921.0,1014659.0,1044879.0,1019873.0,608989.0,1189320.0,1248499.0,2379963.0,1065146.0,1329851.0,1412613.0
KEPLER WEBER S.A.,91.983.056/0001-69,320973.0,364082.0,508814.0,491362.0,468852.0,435349.0,441025.0,467384.0,517651.0,461630.0,597270.0
KLABIN S.A.,89.637.490/0001-45,5420921.0,5392667.0,7058324.0,5352340.0,7100336.0,7234151.0,6533230.0,6501273.0,4384761.0,7086227.0,11568266.0
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,,,,,,,,,184408.0,1325116.0,1223692.0
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,,,,,,,,115522.0,1300341.0,1249962.0,1256057.0
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,,,,,,,80066.0,98341.0,120637.0,197083.0,181702.0
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,28414200.0,28056161.0,27161161.0,24932660.0,24172348.0,27209089.0,32523657.0,0.0,,,
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,1324753.0,1341208.0,1655504.0,1941577.0,2196990.0,2600725.0,3094502.0,5447532.0,6052659.0,7617090.0,20570605.0
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,,,,,,,61087.0,88333.0,673973.0,2935066.0,2977587.0
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,530067.0,556317.0,471914.0,96707.0,189975.0,-393227.0,-354627.0,317047.0,353963.0,455297.0,875614.0
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,,,,,,,,145666.0,479327.0,541509.0,536822.0
LOJAS RENNER S.A.,92.754.738/0001-62,1305683.0,1493253.0,1855268.0,2310896.0,2636796.0,3223446.0,3954512.0,4704614.0,5501316.0,9806621.0,10087515.0
LUPATECH S.A,89.463.822/0001-12,,,,,,,,99565.0,140200.0,145071.0,187706.0
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,-189750.0,-563491.0,95358.0,93313.0,44611.0,112143.0,133195.0,,,,
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2410618.0,2820095.0,3285643.0,3716945.0,4333606.0,4991911.0,5561843.0,6034953.0,6645568.0,7032288.0,6708721.0
MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,,,,,,,48742.0,,,,
MAGAZINE LUIZA S.A.,47.960.950/0001-21,615992.0,694611.0,754467.0,575656.0,621586.0,2073977.0,2302872.0,7564937.0,7325287.0,11261231.0,10648701.0
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,1362226.0,1374259.0,1345280.0,1290762.0,1215718.0,1350220.0,1352941.0,1296954.0,1341987.0,1710803.0,1579757.0
MARCOPOLO S.A.,88.611.835/0001-29,1312444.0,1533991.0,1671011.0,1862183.0,1868517.0,1928612.0,2134631.0,2358412.0,2607996.0,2956231.0,3204773.0
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,4305092.0,3119022.0,2071725.0,843632.0,1100802.0,2634710.0,4011557.0,1776341.0,3514063.0,5571723.0,26449609.0
MARISA LOJAS S.A.,61.189.288/0001-89,1039049.0,1107738.0,1155878.0,1118845.0,1011636.0,959640.0,973651.0,1420006.0,991923.0,999524.0,517184.0
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,,,,,,,,500361.0,1198674.0,1199022.0,1295213.0
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,279517.0,268454.0,180611.0,37406.0,121814.0,97881.0,87447.0,127294.0,12800.0,-121716.0,-334200.0
METALURGICA GERDAU S.A.,92.690.783/0001-09,26818352.0,30169539.0,31240657.0,30472262.0,23354348.0,23342353.0,25372471.0,27227253.0,32624240.0,43623062.0,47289112.0
MINERVA S.A.,67.620.377/0001-14,754307.0,443628.0,480553.0,-382747.0,522067.0,71077.0,-301114.0,-281662.0,840072.0,654131.0,1062495.0
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,,,,,,,40310.0,63325.0,1007434.0,994933.0,1004033.0
MOBLY S.A.,31.553.627/0001-01,,,,,,,,-5808.0,-18704.0,640822.0,554049.0
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,464538.0,614145.0,659275.0,686362.0,415617.0,411494.0,187037.0,90263.0,999807.0,1071763.0,1178026.0
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,,,627884.0,794489.0,721765.0,1284840.0,1658842.0,2300999.0,2358680.0,3284472.0,2768683.0
MPM CORPÓREOS S.A.,26.659.061/0001-59,,,,,,,,223178.0,348650.0,720817.0,887416.0
MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,4087973.0,4365400.0,4672918.0,5049873.0,5437487.0,5797121.0,4874586.0,5108789.0,6034585.0,6573626.0,6574308.0
MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,,,,,,859939.0,,,1524055.0,4008678.0,4053574.0
MÉLIUZ S.A.,14.110.585/0001-07,,,,,,,,,357484.0,695483.0,799198.0
NATURA &CO HOLDING S.A.,32.785.497/0001-97,,,,,,,,3362345.0,27387108.0,28566725.0,22351184.0
NEOENERGIA S.A.,01.083.200/0001-18,12560106.0,9655161.0,9933271.0,9314882.0,9219765.0,15608354.0,17576795.0,19258737.0,21509000.0,24238000.0,26937000.0
NEOGRID PARTICIPAÇÕES S.A.,10.139.870/0001-08,,,,,,,,137289.0,453669.0,467868.0,457436.0
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,51.128.999/0001-90,32619.0,30856.0,25971.0,3469.0,-11248.0,-20734.0,-21626.0,12831.0,16263.0,22954.0,31337.0
OCEANPACT SERVIÇOS MARITIMOS S.A.,09.114.805/0001-30,,,,,,,,150389.0,158121.0,897985.0,763659.0
ODONTOPREV S.A.,58.119.199/0001-51,701301.0,697802.0,644248.0,653791.0,697709.0,926609.0,1031688.0,1116493.0,1206585.0,1121249.0,1185518.0
OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,11316554.0,11524138.0,19311489.0,14406211.0,12455606.0,-13512523.0,22895811.0,17796506.0,7769910.0,-722981.0,-21846002.0
PADTEC HOLDING S.A.,02.365.069/0001-44,96221.0,148808.0,82156.0,-133192.0,-14847.0,2402.0,13295.0,18348.0,103012.0,128337.0,135679.0
PARANAPANEMA S.A.,60.398.369/0004-79,1461730.0,1377441.0,1204232.0,344476.0,257010.0,888522.0,,,,,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,,,,,,,602497.0,621396.0,-198590.0,-954026.0,-2817566.0
PBG S/A,83.475.913/0001-91,127127.0,191857.0,237280.0,231856.0,238459.0,285060.0,362120.0,367636.0,417184.0,356157.0,467244.0
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,,,,,,,-3999480.0,-4923387.0,-5384536.0,-5211848.0,-4890668.0
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,5030113.0,5330053.0,5061749.0,2384565.0,-3414502.0,-3228359.0,,,,,
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,18.328.118/0001-09,,,,,,,,,,1759256.0,1840572.0
PETRO RIO S.A.,10.629.105/0001-68,3659377.0,1454598.0,621733.0,914105.0,834152.0,860483.0,1006596.0,,,,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,,,,,7410000.0,,,,,,
PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,345433653.0,349333684.0,310722000.0,257930000.0,252743000.0,269609000.0,283543000.0,299137000.0,311150000.0,389581000.0,364385000.0
PETRORECÔNCAVO S.A.,03.342.704/0001-30,,,,,,,,,980196.0,1871813.0,3810502.0
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,,,,,,,,,230144.0,317223.0,408982.0
POMIFRUTAS S/A,86.550.951/0001-50,27944.0,38771.0,30407.0,2067.0,-41681.0,,,,,,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,,,,,,-61733.0,-68564.0,-67972.0,-65813.0,-65240.0,-70440.0
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,640032.0,645728.0,660756.0,576395.0,559245.0,506375.0,509908.0,534892.0,1033138.0,1181661.0,1406320.0
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,,,,,55790.0,54774.0,66129.0,74609.0,225586.0,229080.0,221762.0
PRIO S.A.,10.629.105/0001-68,,,,,,,,2165101.0,3151263.0,6620249.0,9892017.0
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,,,,,,,,,,-380.0,-138.0
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,570929.0,571564.0,688851.0,667946.0,758956.0,745932.0,1021211.0,1004632.0,1435221.0,1475888.0,1510594.0
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,1992203.0,2013928.0,2352655.0,1993883.0,2067776.0,2366895.0,2354493.0,1426837.0,1685375.0,1275049.0,1356594.0
QUALITY SOFTWARE S.A.,35.791.391/0001-94,,,,11856634.0,25902964.0,34699924.0,37905878.0,43197480.0,50351817.0,58506511.0,67949095.0
RAIA DROGASIL S.A.,61.585.865/0001-51,2264659.0,2326983.0,,2656798.0,2935955.0,3250372.0,3534767.0,4076419.0,4425621.0,4718802.0,5402941.0
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,1857657.0,1642808.0,1743344.0,1587668.0,1890284.0,1908059.0,2044961.0,2175962.0,2664164.0,3274740.0,3821266.0
RAÍZEN S.A.,33.453.598/0001-23,,,,,,,,,4153554.0,5609842.0,22258908.0
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,991397.0,1000600.0,2509641.0,2627916.0,1955598.0,779808.0,-76489.0,-1130428.0,-1107637.0,-655320.0,910962.0
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,,,1803791.0,1742917.0,1681063.0,2146495.0,2225873.0,,,,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,776597.0,959377.0,917941.0,852304.0,754110.0,650031.0,626303.0,623589.0,625472.0,638124.0,661198.0
ROMI S.A.,56.720.428/0001-63,,,,,,,697603.0,758882.0,814584.0,964961.0,1095398.0
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2298112.0,2464770.0,1841769.0,1268795.0,733575.0,369945.0,,,,,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,,,,,,,-245309.0,-562712.0,-553792.0,-724691.0,-1108463.0
RUMO MALHA NORTE S.A.,24.962.466/0001-36,1514475.0,,,,,,,,,,
RUMO S.A.,02.387.241/0001-60,4276422.0,4598275.0,2150280.0,2248773.0,5675287.0,8019381.0,8294623.0,8614287.0,15296327.0,15018563.0,15410450.0
SAFIRA HOLDING S.A.,13.522.948/0001-59,,,,,,,,,,72364.0,89877.0
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,1368901.0,1447969.0,1429161.0,1407218.0,1389132.0,1330820.0,1341127.0,1352384.0,2097210.0,2187228.0,2092883.0
SAO MARTINHO S.A.,51.466.860/0001-56,2024678.0,2100617.0,2075952.0,2616085.0,2648365.0,3403320.0,3289775.0,3391010.0,3346676.0,3986589.0,5318425.0
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,,,,,,,,9701000.0,1410000.0,,
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,,,,,,,,86344.0,411325.0,600831.0,501389.0
SER EDUCACIONAL S.A.,04.986.320/0001-13,193198.0,451366.0,626652.0,757233.0,950400.0,1508390.0,1470543.0,1308488.0,1426487.0,1463077.0,1237531.0
SLC AGRICOLA S.A.,89.096.457/0001-55,1993625.0,2137012.0,2393008.0,2392263.0,2628886.0,2701827.0,2794753.0,2984421.0,3151058.0,3776076.0,4896432.0
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,,,,,443301.0,411941.0,1206526.0,2267451.0,2468801.0,4429292.0,4208115.0
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,1217533.0,1151963.0,1085771.0,1078968.0,1027804.0,1149507.0,1325042.0,1386626.0,1105748.0,990441.0,378671.0
SUZANO S.A.,16.404.287/0001-55,11002078.0,10687239.0,10315132.0,9192081.0,10143494.0,11621554.0,12025935.0,18087969.0,7337378.0,15175130.0,33166365.0
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,354443.0,332766.0,256399.0,272091.0,287590.0,326785.0,334480.0,276624.0,189963.0,135084.0,114330.0
TAURUS ARMAS S.A.,92.781.335/0001-02,201780.0,145993.0,52115.0,-60116.0,-171901.0,-445233.0,-406963.0,-304621.0,42269.0,757047.0,1024231.0
TC S.A.,26.345.998/0001-50,,,,,,,,,,613211.0,1106006.0
TECHNOS S.A.,09.295.063/0001-97,407784.0,446009.0,465594.0,462706.0,463773.0,463950.0,465688.0,344485.0,316295.0,329014.0,364946.0
TECNISA S.A.,08.065.557/0001-12,1433298.0,1579047.0,1700318.0,1712013.0,1448085.0,1065594.0,782508.0,946655.0,791272.0,661234.0,622022.0
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,415175.0,401598.0,362172.0,365363.0,375077.0,448806.0,484372.0,575079.0,625639.0,681301.0,767127.0
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,,,,,,,,,,696064.0,785934.0
TIM S.A.,02.421.421/0001-11,,,,,,,,,23182745.0,,25397365.0
TOTVS S.A.,53.113.791/0001-22,913146.0,1069838.0,1118062.0,1237732.0,1220916.0,1261577.0,1288220.0,2478409.0,2604166.0,4486008.0,4584849.0
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,1843747.0,2101335.0,1433816.0,1467135.0,1111301.0,1330810.0,968065.0,751218.0,912641.0,912686.0,917043.0
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,4097243.0,4305064.0,4224632.0,4377065.0,4307588.0,4347552.0,4572052.0,4926795.0,6025904.0,6684756.0,6570476.0
TRISUL S.A.,08.811.643/0001-27,488271.0,598914.0,570226.0,546365.0,523991.0,547867.0,600491.0,1093132.0,1212900.0,1271177.0,1308476.0
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,,,,,,,,,,,2818555.0
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,6015736.0,6546886.0,7726595.0,7974129.0,8558558.0,9720832.0,9800029.0,9835175.0,9910265.0,10469240.0,12174968.0
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,,205303.0,192889.0,198493.0,174229.0,167872.0,171266.0,160042.0,155948.0,167781.0,188732.0
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,,,,,,,,,117479.0,959014.0,997274.0
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,18513073.0,18833945.0,18761615.0,14993857.0,15191634.0,15183964.0,15697391.0,15565684.0,16838170.0,24358503.0,25887750.0
VALE S.A.,33.592.510/0001-54,155633216.0,152122066.0,149601623.0,139419590.0,133701739.0,148105642.0,173682178.0,157149353.0,180985984.0,197058000.0,194894000.0
VALID SOLUÇÕES S.A.,33.113.309/0001-47,512449.0,543470.0,590561.0,1078226.0,992150.0,990695.0,1088443.0,1117107.0,1112656.0,1306526.0,1272675.0
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,,,,,,,581483.0,490754.0,506238.0,2640186.0,3638888.0
VESTE S.A. ESTILO,49.669.856/0001-43,,,,,,,,2282314.0,276828.0,-527724.0,935229.0
VIA S.A.,33.041.260/0652-90,,,,,,2959000.0,2523000.0,,,,
VIA VAREJO S.A.,33.041.260/0652-90,2995588.0,3950803.0,4715000.0,4246000.0,2808000.0,,,,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,,,,,,8826000.0,9686000.0,8766000.0,12207000.0,12308000.0,12613000.0
VITTIA S.A.,45.365.558/0001-09,,,,,,,,218004.0,291077.0,485850.0,580391.0
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,,,,,,,,1089724336.0,1171475813.0,1392731364.0,1657953267.0
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,589319.0,315012.0,81513.0,-184712.0,-509494.0,-65964.0,,,,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,,,,,,,46112.0,-134155.0,-227288.0,-201051.0,-181613.0
VULCABRAS S.A.,50.926.955/0001-42,5649.0,133474.0,61009.0,35754.0,51863.0,784573.0,941462.0,1087428.0,1125394.0,1356562.0,1711834.0
WEG S.A.,84.429.695/0001-11,4151626.0,4642267.0,5139263.0,6156060.0,6070832.0,6843307.0,7853257.0,8929990.0,11930298.0,14010672.0,15248355.0
WILSON SONS S.A.,33.130.691/0001-05,,,,,,,,,1867560.0,2355276.0,2348512.0
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,707035.0,1517642.0,2392860.0,2680592.0,2434673.0,2777257.0,2591409.0,3102352.0,3204969.0,3241584.0,2960059.0
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,,,,,,,,32400.0,204254.0,727799.0,1722422.0
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,,,,,,,,,,1955011.0,2845057.0
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,,,,,,,,1443693.0,2630908.0,6580618.0,11592510.0
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,,,,,,,,1072865.0,928787.0,1136572.0,1085009.0
